key,value,timestamp,sentence
Very Sad,0.0443,"00:00:28,000 --> 00:00:32,100","Forget it."
Sad,0.2389,"00:00:28,000 --> 00:00:32,100","Forget it."
Neutral,0.5885,"00:00:28,000 --> 00:00:32,100","Forget it."
Happy,0.1081,"00:00:28,000 --> 00:00:32,100","Forget it."
Very Happy,0.0202,"00:00:28,000 --> 00:00:32,100","Forget it."
Very Sad,0.0764,"00:00:28,000 --> 00:00:32,100","It's too risky."
Sad,0.4869,"00:00:28,000 --> 00:00:32,100","It's too risky."
Neutral,0.3919,"00:00:28,000 --> 00:00:32,100","It's too risky."
Happy,0.0364,"00:00:28,000 --> 00:00:32,100","It's too risky."
Very Happy,0.0085,"00:00:28,000 --> 00:00:32,100","It's too risky."
Very Sad,0.0662,"00:00:28,000 --> 00:00:32,100","I'm through doing that shit."
Sad,0.4129,"00:00:28,000 --> 00:00:32,100","I'm through doing that shit."
Neutral,0.4000,"00:00:28,000 --> 00:00:32,100","I'm through doing that shit."
Happy,0.1010,"00:00:28,000 --> 00:00:32,100","I'm through doing that shit."
Very Happy,0.0198,"00:00:28,000 --> 00:00:32,100","I'm through doing that shit."
Very Sad,0.0034,"00:00:32,200 --> 00:00:35,600","You always say that."
Sad,0.0209,"00:00:32,200 --> 00:00:35,600","You always say that."
Neutral,0.7615,"00:00:32,200 --> 00:00:35,600","You always say that."
Happy,0.2054,"00:00:32,200 --> 00:00:35,600","You always say that."
Very Happy,0.0087,"00:00:32,200 --> 00:00:35,600","You always say that."
Very Sad,0.0265,"00:00:32,200 --> 00:00:35,600","The same thing every time."
Sad,0.2786,"00:00:32,200 --> 00:00:35,600","The same thing every time."
Neutral,0.6508,"00:00:32,200 --> 00:00:35,600","The same thing every time."
Happy,0.0412,"00:00:32,200 --> 00:00:35,600","The same thing every time."
Very Happy,0.0030,"00:00:32,200 --> 00:00:35,600","The same thing every time."
Very Sad,0.2012,"00:00:35,600 --> 00:00:37,700","l'm through, never again, too dangerous."
Sad,0.6564,"00:00:35,600 --> 00:00:37,700","l'm through, never again, too dangerous."
Neutral,0.1176,"00:00:35,600 --> 00:00:37,700","l'm through, never again, too dangerous."
Happy,0.0179,"00:00:35,600 --> 00:00:37,700","l'm through, never again, too dangerous."
Very Happy,0.0069,"00:00:35,600 --> 00:00:37,700","l'm through, never again, too dangerous."
Very Sad,0.0235,"00:00:37,700 --> 00:00:40,300","I know that's what I always say."
Sad,0.1020,"00:00:37,700 --> 00:00:40,300","I know that's what I always say."
Neutral,0.3811,"00:00:37,700 --> 00:00:40,300","I know that's what I always say."
Happy,0.4294,"00:00:37,700 --> 00:00:40,300","I know that's what I always say."
Very Happy,0.0639,"00:00:37,700 --> 00:00:40,300","I know that's what I always say."
Very Sad,0.0121,"00:00:37,700 --> 00:00:40,300","I'm always right too."
Sad,0.0285,"00:00:37,700 --> 00:00:40,300","I'm always right too."
Neutral,0.1321,"00:00:37,700 --> 00:00:40,300","I'm always right too."
Happy,0.6543,"00:00:37,700 --> 00:00:40,300","I'm always right too."
Very Happy,0.1730,"00:00:37,700 --> 00:00:40,300","I'm always right too."
Very Sad,0.0373,"00:00:40,300 --> 00:00:43,800","- You forget about it in a day or two."
Sad,0.4094,"00:00:40,300 --> 00:00:43,800","- You forget about it in a day or two."
Neutral,0.5084,"00:00:40,300 --> 00:00:43,800","- You forget about it in a day or two."
Happy,0.0394,"00:00:40,300 --> 00:00:43,800","- You forget about it in a day or two."
Very Happy,0.0055,"00:00:40,300 --> 00:00:43,800","- You forget about it in a day or two."
Very Sad,0.0607,"00:00:40,300 --> 00:00:43,800","- The days of me forgetting are over."
Sad,0.5546,"00:00:40,300 --> 00:00:43,800","- The days of me forgetting are over."
Neutral,0.3314,"00:00:40,300 --> 00:00:43,800","- The days of me forgetting are over."
Happy,0.0447,"00:00:40,300 --> 00:00:43,800","- The days of me forgetting are over."
Very Happy,0.0087,"00:00:40,300 --> 00:00:43,800","- The days of me forgetting are over."
Very Sad,0.0523,"00:00:43,800 --> 00:00:45,900","The days of me remembering have just begun."
Sad,0.4601,"00:00:43,800 --> 00:00:45,900","The days of me remembering have just begun."
Neutral,0.3809,"00:00:43,800 --> 00:00:45,900","The days of me remembering have just begun."
Happy,0.0933,"00:00:43,800 --> 00:00:45,900","The days of me remembering have just begun."
Very Happy,0.0136,"00:00:43,800 --> 00:00:45,900","The days of me remembering have just begun."
Very Sad,0.0208,"00:00:45,900 --> 00:00:48,200","You know, when you go on like this, what you sound like?"
Sad,0.2499,"00:00:45,900 --> 00:00:48,200","You know, when you go on like this, what you sound like?"
Neutral,0.6729,"00:00:45,900 --> 00:00:48,200","You know, when you go on like this, what you sound like?"
Happy,0.0509,"00:00:45,900 --> 00:00:48,200","You know, when you go on like this, what you sound like?"
Very Happy,0.0055,"00:00:45,900 --> 00:00:48,200","You know, when you go on like this, what you sound like?"
Very Sad,0.0568,"00:00:48,200 --> 00:00:51,200","- I sound like a sensible fuckin' man."
Sad,0.4568,"00:00:48,200 --> 00:00:51,200","- I sound like a sensible fuckin' man."
Neutral,0.3988,"00:00:48,200 --> 00:00:51,200","- I sound like a sensible fuckin' man."
Happy,0.0764,"00:00:48,200 --> 00:00:51,200","- I sound like a sensible fuckin' man."
Very Happy,0.0112,"00:00:48,200 --> 00:00:51,200","- I sound like a sensible fuckin' man."
Very Sad,0.0445,"00:00:48,200 --> 00:00:51,200","- You sound like a duck."
Sad,0.4534,"00:00:48,200 --> 00:00:51,200","- You sound like a duck."
Neutral,0.4578,"00:00:48,200 --> 00:00:51,200","- You sound like a duck."
Happy,0.0383,"00:00:48,200 --> 00:00:51,200","- You sound like a duck."
Very Happy,0.0061,"00:00:48,200 --> 00:00:51,200","- You sound like a duck."
Very Sad,0.0995,"00:00:51,200 --> 00:00:54,800","- Quack, quack, quack."
Sad,0.3381,"00:00:51,200 --> 00:00:54,800","- Quack, quack, quack."
Neutral,0.2066,"00:00:51,200 --> 00:00:54,800","- Quack, quack, quack."
Happy,0.2632,"00:00:51,200 --> 00:00:54,800","- Quack, quack, quack."
Very Happy,0.0926,"00:00:51,200 --> 00:00:54,800","- Quack, quack, quack."
Very Sad,0.0502,"00:00:51,200 --> 00:00:54,800","- Take heart, 'cause you're never gonna have to hear it again."
Sad,0.2993,"00:00:51,200 --> 00:00:54,800","- Take heart, 'cause you're never gonna have to hear it again."
Neutral,0.4694,"00:00:51,200 --> 00:00:54,800","- Take heart, 'cause you're never gonna have to hear it again."
Happy,0.1558,"00:00:51,200 --> 00:00:54,800","- Take heart, 'cause you're never gonna have to hear it again."
Very Happy,0.0253,"00:00:51,200 --> 00:00:54,800","- Take heart, 'cause you're never gonna have to hear it again."
Very Sad,0.2773,"00:00:54,800 --> 00:00:58,400","Since I'm never gonna do it again, you're never gonna have to hear me quack."
Sad,0.4939,"00:00:54,800 --> 00:00:58,400","Since I'm never gonna do it again, you're never gonna have to hear me quack."
Neutral,0.2022,"00:00:54,800 --> 00:00:58,400","Since I'm never gonna do it again, you're never gonna have to hear me quack."
Happy,0.0144,"00:00:54,800 --> 00:00:58,400","Since I'm never gonna do it again, you're never gonna have to hear me quack."
Very Happy,0.0123,"00:00:54,800 --> 00:00:58,400","Since I'm never gonna do it again, you're never gonna have to hear me quack."
Very Sad,0.0675,"00:00:58,400 --> 00:01:03,100","- After tonight?"
Sad,0.5636,"00:00:58,400 --> 00:01:03,100","- After tonight?"
Neutral,0.3276,"00:00:58,400 --> 00:01:03,100","- After tonight?"
Happy,0.0329,"00:00:58,400 --> 00:01:03,100","- After tonight?"
Very Happy,0.0084,"00:00:58,400 --> 00:01:03,100","- After tonight?"
Very Sad,0.0183,"00:00:58,400 --> 00:01:03,100","- Correct."
Sad,0.1278,"00:00:58,400 --> 00:01:03,100","- Correct."
Neutral,0.6783,"00:00:58,400 --> 00:01:03,100","- Correct."
Happy,0.1609,"00:00:58,400 --> 00:01:03,100","- Correct."
Very Happy,0.0148,"00:00:58,400 --> 00:01:03,100","- Correct."
Very Sad,0.1768,"00:00:58,400 --> 00:01:03,100","I got all tonight to quack."
Sad,0.4714,"00:00:58,400 --> 00:01:03,100","I got all tonight to quack."
Neutral,0.1477,"00:00:58,400 --> 00:01:03,100","I got all tonight to quack."
Happy,0.1330,"00:00:58,400 --> 00:01:03,100","I got all tonight to quack."
Very Happy,0.0711,"00:00:58,400 --> 00:01:03,100","I got all tonight to quack."
Very Sad,0.0102,"00:01:03,200 --> 00:01:06,000","- Can I get anyone more coffee?"
Sad,0.1628,"00:01:03,200 --> 00:01:06,000","- Can I get anyone more coffee?"
Neutral,0.8090,"00:01:03,200 --> 00:01:06,000","- Can I get anyone more coffee?"
Happy,0.0161,"00:01:03,200 --> 00:01:06,000","- Can I get anyone more coffee?"
Very Happy,0.0019,"00:01:03,200 --> 00:01:06,000","- Can I get anyone more coffee?"
Very Sad,0.0038,"00:01:03,200 --> 00:01:06,000","- Oh, yes!"
Sad,0.0254,"00:01:03,200 --> 00:01:06,000","- Oh, yes!"
Neutral,0.6711,"00:01:03,200 --> 00:01:06,000","- Oh, yes!"
Happy,0.2902,"00:01:03,200 --> 00:01:06,000","- Oh, yes!"
Very Happy,0.0095,"00:01:03,200 --> 00:01:06,000","- Oh, yes!"
Very Sad,0.0147,"00:01:07,800 --> 00:01:10,400","- Thank you."
Sad,0.0572,"00:01:07,800 --> 00:01:10,400","- Thank you."
Neutral,0.3271,"00:01:07,800 --> 00:01:10,400","- Thank you."
Happy,0.5453,"00:01:07,800 --> 00:01:10,400","- Thank you."
Very Happy,0.0557,"00:01:07,800 --> 00:01:10,400","- Thank you."
Very Sad,0.0117,"00:01:07,800 --> 00:01:10,400","- You're welcome."
Sad,0.0722,"00:01:07,800 --> 00:01:10,400","- You're welcome."
Neutral,0.3878,"00:01:07,800 --> 00:01:10,400","- You're welcome."
Happy,0.5030,"00:01:07,800 --> 00:01:10,400","- You're welcome."
Very Happy,0.0254,"00:01:07,800 --> 00:01:10,400","- You're welcome."
Very Sad,0.1075,"00:01:10,400 --> 00:01:13,500","I mean, the way it is now,"
Sad,0.5260,"00:01:10,400 --> 00:01:13,500","I mean, the way it is now,"
Neutral,0.2644,"00:01:10,400 --> 00:01:13,500","I mean, the way it is now,"
Happy,0.0785,"00:01:10,400 --> 00:01:13,500","I mean, the way it is now,"
Very Happy,0.0236,"00:01:10,400 --> 00:01:13,500","I mean, the way it is now,"
Very Sad,0.0360,"00:01:13,600 --> 00:01:16,400","you're takin' the same risk as when you rob a bank."
Sad,0.3258,"00:01:13,600 --> 00:01:16,400","you're takin' the same risk as when you rob a bank."
Neutral,0.5440,"00:01:13,600 --> 00:01:16,400","you're takin' the same risk as when you rob a bank."
Happy,0.0831,"00:01:13,600 --> 00:01:16,400","you're takin' the same risk as when you rob a bank."
Very Happy,0.0112,"00:01:13,600 --> 00:01:16,400","you're takin' the same risk as when you rob a bank."
Very Sad,0.0224,"00:01:16,500 --> 00:01:18,500","Takin' more of a risk."
Sad,0.1812,"00:01:16,500 --> 00:01:18,500","Takin' more of a risk."
Neutral,0.6717,"00:01:16,500 --> 00:01:18,500","Takin' more of a risk."
Happy,0.1146,"00:01:16,500 --> 00:01:18,500","Takin' more of a risk."
Very Happy,0.0100,"00:01:16,500 --> 00:01:18,500","Takin' more of a risk."
Very Sad,0.0361,"00:01:16,500 --> 00:01:18,500","Banks are easier."
Sad,0.2452,"00:01:16,500 --> 00:01:18,500","Banks are easier."
Neutral,0.5202,"00:01:16,500 --> 00:01:18,500","Banks are easier."
Happy,0.1700,"00:01:16,500 --> 00:01:18,500","Banks are easier."
Very Happy,0.0285,"00:01:16,500 --> 00:01:18,500","Banks are easier."
Very Sad,0.1112,"00:01:18,500 --> 00:01:21,700","Federal banks ain't supposed to stop you in any way during a robbery."
Sad,0.5674,"00:01:18,500 --> 00:01:21,700","Federal banks ain't supposed to stop you in any way during a robbery."
Neutral,0.2405,"00:01:18,500 --> 00:01:21,700","Federal banks ain't supposed to stop you in any way during a robbery."
Happy,0.0592,"00:01:18,500 --> 00:01:21,700","Federal banks ain't supposed to stop you in any way during a robbery."
Very Happy,0.0216,"00:01:18,500 --> 00:01:21,700","Federal banks ain't supposed to stop you in any way during a robbery."
Very Sad,0.0279,"00:01:21,700 --> 00:01:26,000","They're insured."
Sad,0.2432,"00:01:21,700 --> 00:01:26,000","They're insured."
Neutral,0.6213,"00:01:21,700 --> 00:01:26,000","They're insured."
Happy,0.0959,"00:01:21,700 --> 00:01:26,000","They're insured."
Very Happy,0.0117,"00:01:21,700 --> 00:01:26,000","They're insured."
Very Sad,0.0470,"00:01:21,700 --> 00:01:26,000","Why should they give a fuck?"
Sad,0.6420,"00:01:21,700 --> 00:01:26,000","Why should they give a fuck?"
Neutral,0.2899,"00:01:21,700 --> 00:01:26,000","Why should they give a fuck?"
Happy,0.0177,"00:01:21,700 --> 00:01:26,000","Why should they give a fuck?"
Very Happy,0.0034,"00:01:21,700 --> 00:01:26,000","Why should they give a fuck?"
Very Sad,0.0986,"00:01:21,700 --> 00:01:26,000","I don't even need a gun in a Federal bank."
Sad,0.5434,"00:01:21,700 --> 00:01:26,000","I don't even need a gun in a Federal bank."
Neutral,0.2725,"00:01:21,700 --> 00:01:26,000","I don't even need a gun in a Federal bank."
Happy,0.0680,"00:01:21,700 --> 00:01:26,000","I don't even need a gun in a Federal bank."
Very Happy,0.0175,"00:01:21,700 --> 00:01:26,000","I don't even need a gun in a Federal bank."
Very Sad,0.0567,"00:01:26,000 --> 00:01:29,500","Heard about this one bloke, he walks into a bank with a portable phone."
Sad,0.2559,"00:01:26,000 --> 00:01:29,500","Heard about this one bloke, he walks into a bank with a portable phone."
Neutral,0.2072,"00:01:26,000 --> 00:01:29,500","Heard about this one bloke, he walks into a bank with a portable phone."
Happy,0.3976,"00:01:26,000 --> 00:01:29,500","Heard about this one bloke, he walks into a bank with a portable phone."
Very Happy,0.0827,"00:01:26,000 --> 00:01:29,500","Heard about this one bloke, he walks into a bank with a portable phone."
Very Sad,0.0106,"00:01:29,500 --> 00:01:32,600","He gives the phone to a teller."
Sad,0.0463,"00:01:29,500 --> 00:01:32,600","He gives the phone to a teller."
Neutral,0.1618,"00:01:29,500 --> 00:01:32,600","He gives the phone to a teller."
Happy,0.7094,"00:01:29,500 --> 00:01:32,600","He gives the phone to a teller."
Very Happy,0.0719,"00:01:29,500 --> 00:01:32,600","He gives the phone to a teller."
Very Sad,0.0606,"00:01:29,500 --> 00:01:32,600","The bloke on the other end says,"
Sad,0.4512,"00:01:29,500 --> 00:01:32,600","The bloke on the other end says,"
Neutral,0.3787,"00:01:29,500 --> 00:01:32,600","The bloke on the other end says,"
Happy,0.0913,"00:01:29,500 --> 00:01:32,600","The bloke on the other end says,"
Very Happy,0.0183,"00:01:29,500 --> 00:01:32,600","The bloke on the other end says,"
Very Sad,0.0310,"00:01:32,600 --> 00:01:36,200","We got this guy's little girl."
Sad,0.2465,"00:01:32,600 --> 00:01:36,200","We got this guy's little girl."
Neutral,0.3621,"00:01:32,600 --> 00:01:36,200","We got this guy's little girl."
Happy,0.3325,"00:01:32,600 --> 00:01:36,200","We got this guy's little girl."
Very Happy,0.0279,"00:01:32,600 --> 00:01:36,200","We got this guy's little girl."
Very Sad,0.0763,"00:01:32,600 --> 00:01:36,200","If you don't give him all your money, we're gonna kill her."
Sad,0.5581,"00:01:32,600 --> 00:01:36,200","If you don't give him all your money, we're gonna kill her."
Neutral,0.2951,"00:01:32,600 --> 00:01:36,200","If you don't give him all your money, we're gonna kill her."
Happy,0.0598,"00:01:32,600 --> 00:01:36,200","If you don't give him all your money, we're gonna kill her."
Very Happy,0.0107,"00:01:32,600 --> 00:01:36,200","If you don't give him all your money, we're gonna kill her."
Very Sad,0.0049,"00:01:36,200 --> 00:01:39,100","- Did it work?"
Sad,0.0907,"00:01:36,200 --> 00:01:39,100","- Did it work?"
Neutral,0.8917,"00:01:36,200 --> 00:01:39,100","- Did it work?"
Happy,0.0115,"00:01:36,200 --> 00:01:39,100","- Did it work?"
Very Happy,0.0011,"00:01:36,200 --> 00:01:39,100","- Did it work?"
Very Sad,0.0097,"00:01:36,200 --> 00:01:39,100","- Fuckin' right it worked."
Sad,0.0427,"00:01:36,200 --> 00:01:39,100","- Fuckin' right it worked."
Neutral,0.3180,"00:01:36,200 --> 00:01:39,100","- Fuckin' right it worked."
Happy,0.5814,"00:01:36,200 --> 00:01:39,100","- Fuckin' right it worked."
Very Happy,0.0482,"00:01:36,200 --> 00:01:39,100","- Fuckin' right it worked."
Very Sad,0.0314,"00:01:36,200 --> 00:01:39,100","That's what I'm talkin' about."
Sad,0.2507,"00:01:36,200 --> 00:01:39,100","That's what I'm talkin' about."
Neutral,0.6051,"00:01:36,200 --> 00:01:39,100","That's what I'm talkin' about."
Happy,0.1003,"00:01:36,200 --> 00:01:39,100","That's what I'm talkin' about."
Very Happy,0.0125,"00:01:36,200 --> 00:01:39,100","That's what I'm talkin' about."
Very Sad,0.0158,"00:01:39,100 --> 00:01:44,900","Knucklehead walks into a bank with a telephone."
Sad,0.0481,"00:01:39,100 --> 00:01:44,900","Knucklehead walks into a bank with a telephone."
Neutral,0.2248,"00:01:39,100 --> 00:01:44,900","Knucklehead walks into a bank with a telephone."
Happy,0.5760,"00:01:39,100 --> 00:01:44,900","Knucklehead walks into a bank with a telephone."
Very Happy,0.1353,"00:01:39,100 --> 00:01:44,900","Knucklehead walks into a bank with a telephone."
Very Sad,0.1900,"00:01:39,100 --> 00:01:44,900","Not a pistol, not a shotgun, a fuckin' phone."
Sad,0.6435,"00:01:39,100 --> 00:01:44,900","Not a pistol, not a shotgun, a fuckin' phone."
Neutral,0.1415,"00:01:39,100 --> 00:01:44,900","Not a pistol, not a shotgun, a fuckin' phone."
Happy,0.0142,"00:01:39,100 --> 00:01:44,900","Not a pistol, not a shotgun, a fuckin' phone."
Very Happy,0.0108,"00:01:39,100 --> 00:01:44,900","Not a pistol, not a shotgun, a fuckin' phone."
Very Sad,0.0583,"00:01:45,000 --> 00:01:49,600","- Cleans the place out."
Sad,0.3293,"00:01:45,000 --> 00:01:49,600","- Cleans the place out."
Neutral,0.4267,"00:01:45,000 --> 00:01:49,600","- Cleans the place out."
Happy,0.1585,"00:01:45,000 --> 00:01:49,600","- Cleans the place out."
Very Happy,0.0273,"00:01:45,000 --> 00:01:49,600","- Cleans the place out."
Very Sad,0.0705,"00:01:45,000 --> 00:01:49,600","They don't lift a fuckin' finger."
Sad,0.5143,"00:01:45,000 --> 00:01:49,600","They don't lift a fuckin' finger."
Neutral,0.3424,"00:01:45,000 --> 00:01:49,600","They don't lift a fuckin' finger."
Happy,0.0593,"00:01:45,000 --> 00:01:49,600","They don't lift a fuckin' finger."
Very Happy,0.0136,"00:01:45,000 --> 00:01:49,600","They don't lift a fuckin' finger."
Very Sad,0.0039,"00:01:45,000 --> 00:01:49,600","- Did they hurt the little girl?"
Sad,0.0744,"00:01:45,000 --> 00:01:49,600","- Did they hurt the little girl?"
Neutral,0.9144,"00:01:45,000 --> 00:01:49,600","- Did they hurt the little girl?"
Happy,0.0064,"00:01:45,000 --> 00:01:49,600","- Did they hurt the little girl?"
Very Happy,0.0010,"00:01:45,000 --> 00:01:49,600","- Did they hurt the little girl?"
Very Sad,0.1043,"00:01:49,600 --> 00:01:53,500","There probably never was a little girl."
Sad,0.6375,"00:01:49,600 --> 00:01:53,500","There probably never was a little girl."
Neutral,0.1976,"00:01:49,600 --> 00:01:53,500","There probably never was a little girl."
Happy,0.0512,"00:01:49,600 --> 00:01:53,500","There probably never was a little girl."
Very Happy,0.0094,"00:01:49,600 --> 00:01:53,500","There probably never was a little girl."
Very Sad,0.0757,"00:01:49,600 --> 00:01:53,500","The point of the story isn't a little girl."
Sad,0.6407,"00:01:49,600 --> 00:01:53,500","The point of the story isn't a little girl."
Neutral,0.2338,"00:01:49,600 --> 00:01:53,500","The point of the story isn't a little girl."
Happy,0.0424,"00:01:49,600 --> 00:01:53,500","The point of the story isn't a little girl."
Very Happy,0.0074,"00:01:49,600 --> 00:01:53,500","The point of the story isn't a little girl."
Very Sad,0.0629,"00:01:53,500 --> 00:01:56,500","The point of the story is they robbed a bank with a telephone."
Sad,0.5014,"00:01:53,500 --> 00:01:56,500","The point of the story is they robbed a bank with a telephone."
Neutral,0.3266,"00:01:53,500 --> 00:01:56,500","The point of the story is they robbed a bank with a telephone."
Happy,0.0955,"00:01:53,500 --> 00:01:56,500","The point of the story is they robbed a bank with a telephone."
Very Happy,0.0136,"00:01:53,500 --> 00:01:56,500","The point of the story is they robbed a bank with a telephone."
Very Sad,0.0205,"00:01:56,600 --> 00:01:59,500","- You want to rob banks?"
Sad,0.2904,"00:01:56,600 --> 00:01:59,500","- You want to rob banks?"
Neutral,0.6684,"00:01:56,600 --> 00:01:59,500","- You want to rob banks?"
Happy,0.0179,"00:01:56,600 --> 00:01:59,500","- You want to rob banks?"
Very Happy,0.0028,"00:01:56,600 --> 00:01:59,500","- You want to rob banks?"
Very Sad,0.1134,"00:01:56,600 --> 00:01:59,500","- I'm not saying I wanna rob banks."
Sad,0.6800,"00:01:56,600 --> 00:01:59,500","- I'm not saying I wanna rob banks."
Neutral,0.1838,"00:01:56,600 --> 00:01:59,500","- I'm not saying I wanna rob banks."
Happy,0.0170,"00:01:56,600 --> 00:01:59,500","- I'm not saying I wanna rob banks."
Very Happy,0.0058,"00:01:56,600 --> 00:01:59,500","- I'm not saying I wanna rob banks."
Very Sad,0.0580,"00:01:59,500 --> 00:02:02,100","I'm illustrating if we did, it'd be easier than what we've been doing."
Sad,0.4207,"00:01:59,500 --> 00:02:02,100","I'm illustrating if we did, it'd be easier than what we've been doing."
Neutral,0.3842,"00:01:59,500 --> 00:02:02,100","I'm illustrating if we did, it'd be easier than what we've been doing."
Happy,0.1178,"00:01:59,500 --> 00:02:02,100","I'm illustrating if we did, it'd be easier than what we've been doing."
Very Happy,0.0193,"00:01:59,500 --> 00:02:02,100","I'm illustrating if we did, it'd be easier than what we've been doing."
Very Sad,0.0248,"00:02:02,100 --> 00:02:06,300","-No more liquor stores?"
Sad,0.3799,"00:02:02,100 --> 00:02:06,300","-No more liquor stores?"
Neutral,0.5885,"00:02:02,100 --> 00:02:06,300","-No more liquor stores?"
Happy,0.0052,"00:02:02,100 --> 00:02:06,300","-No more liquor stores?"
Very Happy,0.0016,"00:02:02,100 --> 00:02:06,300","-No more liquor stores?"
Very Sad,0.0116,"00:02:02,100 --> 00:02:06,300","-What've we been talkin' about?"
Sad,0.1676,"00:02:02,100 --> 00:02:06,300","-What've we been talkin' about?"
Neutral,0.7916,"00:02:02,100 --> 00:02:06,300","-What've we been talkin' about?"
Happy,0.0266,"00:02:02,100 --> 00:02:06,300","-What've we been talkin' about?"
Very Happy,0.0027,"00:02:02,100 --> 00:02:06,300","-What've we been talkin' about?"
Very Sad,0.1575,"00:02:02,100 --> 00:02:06,300","Yeah, no more liquor stores."
Sad,0.5773,"00:02:02,100 --> 00:02:06,300","Yeah, no more liquor stores."
Neutral,0.2216,"00:02:02,100 --> 00:02:06,300","Yeah, no more liquor stores."
Happy,0.0269,"00:02:02,100 --> 00:02:06,300","Yeah, no more liquor stores."
Very Happy,0.0168,"00:02:02,100 --> 00:02:06,300","Yeah, no more liquor stores."
Very Sad,0.1314,"00:02:06,300 --> 00:02:09,400","Besides, it ain't the giggle it used to be."
Sad,0.5560,"00:02:06,300 --> 00:02:09,400","Besides, it ain't the giggle it used to be."
Neutral,0.2495,"00:02:06,300 --> 00:02:09,400","Besides, it ain't the giggle it used to be."
Happy,0.0418,"00:02:06,300 --> 00:02:09,400","Besides, it ain't the giggle it used to be."
Very Happy,0.0214,"00:02:06,300 --> 00:02:09,400","Besides, it ain't the giggle it used to be."
Very Sad,0.1877,"00:02:06,300 --> 00:02:09,400","There's too many foreigners own liquor stores."
Sad,0.6413,"00:02:06,300 --> 00:02:09,400","There's too many foreigners own liquor stores."
Neutral,0.1233,"00:02:06,300 --> 00:02:09,400","There's too many foreigners own liquor stores."
Happy,0.0366,"00:02:06,300 --> 00:02:09,400","There's too many foreigners own liquor stores."
Very Happy,0.0111,"00:02:06,300 --> 00:02:09,400","There's too many foreigners own liquor stores."
Very Sad,0.1454,"00:02:09,400 --> 00:02:11,400","Vietnamese, Koreans, don't even speak fuckin' English."
Sad,0.5159,"00:02:09,400 --> 00:02:11,400","Vietnamese, Koreans, don't even speak fuckin' English."
Neutral,0.1949,"00:02:09,400 --> 00:02:11,400","Vietnamese, Koreans, don't even speak fuckin' English."
Happy,0.0970,"00:02:09,400 --> 00:02:11,400","Vietnamese, Koreans, don't even speak fuckin' English."
Very Happy,0.0467,"00:02:09,400 --> 00:02:11,400","Vietnamese, Koreans, don't even speak fuckin' English."
Very Sad,0.2354,"00:02:11,400 --> 00:02:13,800","You tell 'em empty out the register, they don't know what you're talkin' about."
Sad,0.5076,"00:02:11,400 --> 00:02:13,800","You tell 'em empty out the register, they don't know what you're talkin' about."
Neutral,0.2244,"00:02:11,400 --> 00:02:13,800","You tell 'em empty out the register, they don't know what you're talkin' about."
Happy,0.0195,"00:02:11,400 --> 00:02:13,800","You tell 'em empty out the register, they don't know what you're talkin' about."
Very Happy,0.0131,"00:02:11,400 --> 00:02:13,800","You tell 'em empty out the register, they don't know what you're talkin' about."
Very Sad,0.0666,"00:02:13,800 --> 00:02:15,700","They make it too personal."
Sad,0.4262,"00:02:13,800 --> 00:02:15,700","They make it too personal."
Neutral,0.3817,"00:02:13,800 --> 00:02:15,700","They make it too personal."
Happy,0.1039,"00:02:13,800 --> 00:02:15,700","They make it too personal."
Very Happy,0.0216,"00:02:13,800 --> 00:02:15,700","They make it too personal."
Very Sad,0.1299,"00:02:15,700 --> 00:02:20,100","- We keep on, one of these gook fuckers gonna make us kill him."
Sad,0.7499,"00:02:15,700 --> 00:02:20,100","- We keep on, one of these gook fuckers gonna make us kill him."
Neutral,0.1078,"00:02:15,700 --> 00:02:20,100","- We keep on, one of these gook fuckers gonna make us kill him."
Happy,0.0084,"00:02:15,700 --> 00:02:20,100","- We keep on, one of these gook fuckers gonna make us kill him."
Very Happy,0.0040,"00:02:15,700 --> 00:02:20,100","- We keep on, one of these gook fuckers gonna make us kill him."
Very Sad,0.1042,"00:02:15,700 --> 00:02:20,100","- I'm not gonna kill anybody."
Sad,0.6789,"00:02:15,700 --> 00:02:20,100","- I'm not gonna kill anybody."
Neutral,0.1944,"00:02:15,700 --> 00:02:20,100","- I'm not gonna kill anybody."
Happy,0.0170,"00:02:15,700 --> 00:02:20,100","- I'm not gonna kill anybody."
Very Happy,0.0056,"00:02:15,700 --> 00:02:20,100","- I'm not gonna kill anybody."
Very Sad,0.0661,"00:02:20,100 --> 00:02:24,400","I don't want to either."
Sad,0.4324,"00:02:20,100 --> 00:02:24,400","I don't want to either."
Neutral,0.3863,"00:02:20,100 --> 00:02:24,400","I don't want to either."
Happy,0.0975,"00:02:20,100 --> 00:02:24,400","I don't want to either."
Very Happy,0.0177,"00:02:20,100 --> 00:02:24,400","I don't want to either."
Very Sad,0.0656,"00:02:20,100 --> 00:02:24,400","But they'll probably put us in a situation where it's us or them."
Sad,0.4350,"00:02:20,100 --> 00:02:24,400","But they'll probably put us in a situation where it's us or them."
Neutral,0.3146,"00:02:20,100 --> 00:02:24,400","But they'll probably put us in a situation where it's us or them."
Happy,0.1599,"00:02:20,100 --> 00:02:24,400","But they'll probably put us in a situation where it's us or them."
Very Happy,0.0250,"00:02:20,100 --> 00:02:24,400","But they'll probably put us in a situation where it's us or them."
Very Sad,0.0639,"00:02:24,500 --> 00:02:26,400","And if it's not the gooks,"
Sad,0.5898,"00:02:24,500 --> 00:02:26,400","And if it's not the gooks,"
