key,value,timestamp,sentence
A - Very Sad,0.0453,"00:06:39,524 --> 00:06:44,485","<i>Are far behind me."
B - Sad,0.2989,"00:06:39,524 --> 00:06:44,485","<i>Are far behind me."
C - Neutral,0.4311,"00:06:39,524 --> 00:06:44,485","<i>Are far behind me."
D - Happy,0.1920,"00:06:39,524 --> 00:06:44,485","<i>Are far behind me."
E - Very Happy,0.0327,"00:06:39,524 --> 00:06:44,485","<i>Are far behind me."
A - Very Sad,0.0286,"00:06:39,524 --> 00:06:44,485","</i>"
B - Sad,0.1441,"00:06:39,524 --> 00:06:44,485","</i>"
C - Neutral,0.6307,"00:06:39,524 --> 00:06:44,485","</i>"
D - Happy,0.1541,"00:06:39,524 --> 00:06:44,485","</i>"
E - Very Happy,0.0425,"00:06:39,524 --> 00:06:44,485","</i>"
A - Very Sad,0.1041,"00:06:45,947 --> 00:06:48,484","<i>Where troubles melt like lemon drops."
B - Sad,0.5228,"00:06:45,947 --> 00:06:48,484","<i>Where troubles melt like lemon drops."
C - Neutral,0.2760,"00:06:45,947 --> 00:06:48,484","<i>Where troubles melt like lemon drops."
D - Happy,0.0721,"00:06:45,947 --> 00:06:48,484","<i>Where troubles melt like lemon drops."
E - Very Happy,0.0250,"00:06:45,947 --> 00:06:48,484","<i>Where troubles melt like lemon drops."
A - Very Sad,0.0286,"00:06:45,947 --> 00:06:48,484","</i>"
B - Sad,0.1441,"00:06:45,947 --> 00:06:48,484","</i>"
C - Neutral,0.6307,"00:06:45,947 --> 00:06:48,484","</i>"
D - Happy,0.1541,"00:06:45,947 --> 00:06:48,484","</i>"
E - Very Happy,0.0425,"00:06:45,947 --> 00:06:48,484","</i>"
A - Very Sad,0.0160,"00:06:48,742 --> 00:06:51,450","<i>Away above the chimney tops."
B - Sad,0.0505,"00:06:48,742 --> 00:06:51,450","<i>Away above the chimney tops."
C - Neutral,0.2241,"00:06:48,742 --> 00:06:51,450","<i>Away above the chimney tops."
D - Happy,0.5787,"00:06:48,742 --> 00:06:51,450","<i>Away above the chimney tops."
E - Very Happy,0.1307,"00:06:48,742 --> 00:06:51,450","<i>Away above the chimney tops."
A - Very Sad,0.0286,"00:06:48,742 --> 00:06:51,450","</i>"
B - Sad,0.1441,"00:06:48,742 --> 00:06:51,450","</i>"
C - Neutral,0.6307,"00:06:48,742 --> 00:06:51,450","</i>"
D - Happy,0.1541,"00:06:48,742 --> 00:06:51,450","</i>"
E - Very Happy,0.0425,"00:06:48,742 --> 00:06:51,450","</i>"
A - Very Sad,0.0493,"00:06:51,703 --> 00:06:54,616","<i>That's where you'll."
B - Sad,0.3035,"00:06:51,703 --> 00:06:54,616","<i>That's where you'll."
C - Neutral,0.4687,"00:06:51,703 --> 00:06:54,616","<i>That's where you'll."
D - Happy,0.1507,"00:06:51,703 --> 00:06:54,616","<i>That's where you'll."
E - Very Happy,0.0278,"00:06:51,703 --> 00:06:54,616","<i>That's where you'll."
A - Very Sad,0.0286,"00:06:51,703 --> 00:06:54,616","</i>"
B - Sad,0.1441,"00:06:51,703 --> 00:06:54,616","</i>"
C - Neutral,0.6307,"00:06:51,703 --> 00:06:54,616","</i>"
D - Happy,0.1541,"00:06:51,703 --> 00:06:54,616","</i>"
E - Very Happy,0.0425,"00:06:51,703 --> 00:06:54,616","</i>"
A - Very Sad,0.0697,"00:06:54,873 --> 00:06:55,373","<i>Find me."
B - Sad,0.3341,"00:06:54,873 --> 00:06:55,373","<i>Find me."
C - Neutral,0.3250,"00:06:54,873 --> 00:06:55,373","<i>Find me."
D - Happy,0.2157,"00:06:54,873 --> 00:06:55,373","<i>Find me."
E - Very Happy,0.0555,"00:06:54,873 --> 00:06:55,373","<i>Find me."
A - Very Sad,0.0286,"00:06:54,873 --> 00:06:55,373","</i>"
B - Sad,0.1441,"00:06:54,873 --> 00:06:55,373","</i>"
C - Neutral,0.6307,"00:06:54,873 --> 00:06:55,373","</i>"
D - Happy,0.1541,"00:06:54,873 --> 00:06:55,373","</i>"
E - Very Happy,0.0425,"00:06:54,873 --> 00:06:55,373","</i>"
A - Very Sad,0.0255,"00:07:00,962 --> 00:07:03,499","<i>Somewhere."
B - Sad,0.1278,"00:07:00,962 --> 00:07:03,499","<i>Somewhere."
C - Neutral,0.4290,"00:07:00,962 --> 00:07:03,499","<i>Somewhere."
D - Happy,0.3640,"00:07:00,962 --> 00:07:03,499","<i>Somewhere."
E - Very Happy,0.0538,"00:07:00,962 --> 00:07:03,499","<i>Somewhere."
A - Very Sad,0.0286,"00:07:00,962 --> 00:07:03,499","</i>"
B - Sad,0.1441,"00:07:00,962 --> 00:07:03,499","</i>"
C - Neutral,0.6307,"00:07:00,962 --> 00:07:03,499","</i>"
D - Happy,0.1541,"00:07:00,962 --> 00:07:03,499","</i>"
E - Very Happy,0.0425,"00:07:00,962 --> 00:07:03,499","</i>"
A - Very Sad,0.0621,"00:07:03,757 --> 00:07:07,091","<i>Over the rainbow."
B - Sad,0.3759,"00:07:03,757 --> 00:07:07,091","<i>Over the rainbow."
C - Neutral,0.4257,"00:07:03,757 --> 00:07:07,091","<i>Over the rainbow."
D - Happy,0.1114,"00:07:03,757 --> 00:07:07,091","<i>Over the rainbow."
E - Very Happy,0.0250,"00:07:03,757 --> 00:07:07,091","<i>Over the rainbow."
A - Very Sad,0.0286,"00:07:03,757 --> 00:07:07,091","</i>"
B - Sad,0.1441,"00:07:03,757 --> 00:07:07,091","</i>"
C - Neutral,0.6307,"00:07:03,757 --> 00:07:07,091","</i>"
D - Happy,0.1541,"00:07:03,757 --> 00:07:07,091","</i>"
E - Very Happy,0.0425,"00:07:03,757 --> 00:07:07,091","</i>"
A - Very Sad,0.0247,"00:07:07,344 --> 00:07:12,510","<i>Bluebirds fly."
B - Sad,0.1278,"00:07:07,344 --> 00:07:12,510","<i>Bluebirds fly."
C - Neutral,0.5467,"00:07:07,344 --> 00:07:12,510","<i>Bluebirds fly."
D - Happy,0.2574,"00:07:07,344 --> 00:07:12,510","<i>Bluebirds fly."
E - Very Happy,0.0434,"00:07:07,344 --> 00:07:12,510","<i>Bluebirds fly."
A - Very Sad,0.0286,"00:07:07,344 --> 00:07:12,510","</i>"
B - Sad,0.1441,"00:07:07,344 --> 00:07:12,510","</i>"
C - Neutral,0.6307,"00:07:07,344 --> 00:07:12,510","</i>"
D - Happy,0.1541,"00:07:07,344 --> 00:07:12,510","</i>"
E - Very Happy,0.0425,"00:07:07,344 --> 00:07:12,510","</i>"
A - Very Sad,0.0526,"00:07:12,766 --> 00:07:14,848","<i>Birds f/y."
B - Sad,0.2824,"00:07:12,766 --> 00:07:14,848","<i>Birds f/y."
C - Neutral,0.4238,"00:07:12,766 --> 00:07:14,848","<i>Birds f/y."
D - Happy,0.1998,"00:07:12,766 --> 00:07:14,848","<i>Birds f/y."
E - Very Happy,0.0414,"00:07:12,766 --> 00:07:14,848","<i>Birds f/y."
A - Very Sad,0.0286,"00:07:12,766 --> 00:07:14,848","</i>"
B - Sad,0.1441,"00:07:12,766 --> 00:07:14,848","</i>"
C - Neutral,0.6307,"00:07:12,766 --> 00:07:14,848","</i>"
D - Happy,0.1541,"00:07:12,766 --> 00:07:14,848","</i>"
E - Very Happy,0.0425,"00:07:12,766 --> 00:07:14,848","</i>"
A - Very Sad,0.0621,"00:07:15,101 --> 00:07:18,765","<i>Over the rainbow."
B - Sad,0.3759,"00:07:15,101 --> 00:07:18,765","<i>Over the rainbow."
C - Neutral,0.4257,"00:07:15,101 --> 00:07:18,765","<i>Over the rainbow."
D - Happy,0.1114,"00:07:15,101 --> 00:07:18,765","<i>Over the rainbow."
E - Very Happy,0.0250,"00:07:15,101 --> 00:07:18,765","<i>Over the rainbow."
A - Very Sad,0.0286,"00:07:15,101 --> 00:07:18,765","</i>"
B - Sad,0.1441,"00:07:15,101 --> 00:07:18,765","</i>"
C - Neutral,0.6307,"00:07:15,101 --> 00:07:18,765","</i>"
D - Happy,0.1541,"00:07:15,101 --> 00:07:18,765","</i>"
E - Very Happy,0.0425,"00:07:15,101 --> 00:07:18,765","</i>"
A - Very Sad,0.0641,"00:07:19,022 --> 00:07:21,764","<i>Why then."
B - Sad,0.4610,"00:07:19,022 --> 00:07:21,764","<i>Why then."
C - Neutral,0.3916,"00:07:19,022 --> 00:07:21,764","<i>Why then."
D - Happy,0.0660,"00:07:19,022 --> 00:07:21,764","<i>Why then."
E - Very Happy,0.0172,"00:07:19,022 --> 00:07:21,764","<i>Why then."
A - Very Sad,0.0286,"00:07:19,022 --> 00:07:21,764","</i>"
B - Sad,0.1441,"00:07:19,022 --> 00:07:21,764","</i>"
C - Neutral,0.6307,"00:07:19,022 --> 00:07:21,764","</i>"
D - Happy,0.1541,"00:07:19,022 --> 00:07:21,764","</i>"
E - Very Happy,0.0425,"00:07:19,022 --> 00:07:21,764","</i>"
A - Very Sad,0.0993,"00:07:22,025 --> 00:07:23,936","<i>Oh, why."
B - Sad,0.5230,"00:07:22,025 --> 00:07:23,936","<i>Oh, why."
C - Neutral,0.2289,"00:07:22,025 --> 00:07:23,936","<i>Oh, why."
D - Happy,0.1152,"00:07:22,025 --> 00:07:23,936","<i>Oh, why."
E - Very Happy,0.0336,"00:07:22,025 --> 00:07:23,936","<i>Oh, why."
A - Very Sad,0.0286,"00:07:22,025 --> 00:07:23,936","</i>"
B - Sad,0.1441,"00:07:22,025 --> 00:07:23,936","</i>"
C - Neutral,0.6307,"00:07:22,025 --> 00:07:23,936","</i>"
D - Happy,0.1541,"00:07:22,025 --> 00:07:23,936","</i>"
E - Very Happy,0.0425,"00:07:22,025 --> 00:07:23,936","</i>"
A - Very Sad,0.0375,"00:07:24,194 --> 00:07:24,738","<i>Can't I?"
B - Sad,0.2992,"00:07:24,194 --> 00:07:24,738","<i>Can't I?"
C - Neutral,0.5023,"00:07:24,194 --> 00:07:24,738","<i>Can't I?"
D - Happy,0.1390,"00:07:24,194 --> 00:07:24,738","<i>Can't I?"
E - Very Happy,0.0221,"00:07:24,194 --> 00:07:24,738","<i>Can't I?"
A - Very Sad,0.0286,"00:07:24,194 --> 00:07:24,738","</i>"
B - Sad,0.1441,"00:07:24,194 --> 00:07:24,738","</i>"
C - Neutral,0.6307,"00:07:24,194 --> 00:07:24,738","</i>"
D - Happy,0.1541,"00:07:24,194 --> 00:07:24,738","</i>"
E - Very Happy,0.0425,"00:07:24,194 --> 00:07:24,738","</i>"
A - Very Sad,0.0508,"00:07:29,199 --> 00:07:31,941","[BIRD CHIRPING]"
B - Sad,0.3014,"00:07:29,199 --> 00:07:31,941","[BIRD CHIRPING]"
C - Neutral,0.4278,"00:07:29,199 --> 00:07:31,941","[BIRD CHIRPING]"
D - Happy,0.1823,"00:07:29,199 --> 00:07:31,941","[BIRD CHIRPING]"
E - Very Happy,0.0377,"00:07:29,199 --> 00:07:31,941","[BIRD CHIRPING]"
A - Very Sad,0.0378,"00:07:38,625 --> 00:07:42,118","<i>If happy little bluebirds ﬂy."
B - Sad,0.1288,"00:07:38,625 --> 00:07:42,118","<i>If happy little bluebirds ﬂy."
C - Neutral,0.1838,"00:07:38,625 --> 00:07:42,118","<i>If happy little bluebirds ﬂy."
D - Happy,0.5123,"00:07:38,625 --> 00:07:42,118","<i>If happy little bluebirds ﬂy."
E - Very Happy,0.1372,"00:07:38,625 --> 00:07:42,118","<i>If happy little bluebirds ﬂy."
A - Very Sad,0.0286,"00:07:38,625 --> 00:07:42,118","</i>"
B - Sad,0.1441,"00:07:38,625 --> 00:07:42,118","</i>"
C - Neutral,0.6307,"00:07:38,625 --> 00:07:42,118","</i>"
D - Happy,0.1541,"00:07:38,625 --> 00:07:42,118","</i>"
E - Very Happy,0.0425,"00:07:38,625 --> 00:07:42,118","</i>"
A - Very Sad,0.0225,"00:07:42,379 --> 00:07:45,417","<i>Beyond the rainbow</i>"
B - Sad,0.1003,"00:07:42,379 --> 00:07:45,417","<i>Beyond the rainbow</i>"
C - Neutral,0.2723,"00:07:42,379 --> 00:07:45,417","<i>Beyond the rainbow</i>"
D - Happy,0.5300,"00:07:42,379 --> 00:07:45,417","<i>Beyond the rainbow</i>"
E - Very Happy,0.0749,"00:07:42,379 --> 00:07:45,417","<i>Beyond the rainbow</i>"
A - Very Sad,0.1604,"00:07:45,674 --> 00:07:48,666","<i>why, oh, why."
B - Sad,0.6512,"00:07:45,674 --> 00:07:48,666","<i>why, oh, why."
C - Neutral,0.1320,"00:07:45,674 --> 00:07:48,666","<i>why, oh, why."
D - Happy,0.0356,"00:07:45,674 --> 00:07:48,666","<i>why, oh, why."
E - Very Happy,0.0207,"00:07:45,674 --> 00:07:48,666","<i>why, oh, why."
A - Very Sad,0.0286,"00:07:45,674 --> 00:07:48,666","</i>"
B - Sad,0.1441,"00:07:45,674 --> 00:07:48,666","</i>"
C - Neutral,0.6307,"00:07:45,674 --> 00:07:48,666","</i>"
D - Happy,0.1541,"00:07:45,674 --> 00:07:48,666","</i>"
E - Very Happy,0.0425,"00:07:45,674 --> 00:07:48,666","</i>"
A - Very Sad,0.0375,"00:07:48,927 --> 00:07:49,471","<i>Can't I?"
B - Sad,0.2992,"00:07:48,927 --> 00:07:49,471","<i>Can't I?"
C - Neutral,0.5023,"00:07:48,927 --> 00:07:49,471","<i>Can't I?"
D - Happy,0.1390,"00:07:48,927 --> 00:07:49,471","<i>Can't I?"
E - Very Happy,0.0221,"00:07:48,927 --> 00:07:49,471","<i>Can't I?"
A - Very Sad,0.0286,"00:07:48,927 --> 00:07:49,471","</i>"
B - Sad,0.1441,"00:07:48,927 --> 00:07:49,471","</i>"
C - Neutral,0.6307,"00:07:48,927 --> 00:07:49,471","</i>"
D - Happy,0.1541,"00:07:48,927 --> 00:07:49,471","</i>"
E - Very Happy,0.0425,"00:07:48,927 --> 00:07:49,471","</i>"
A - Very Sad,0.0344,"00:08:17,038 --> 00:08:20,451","MISS GULCH: Mr. Gale."
B - Sad,0.2137,"00:08:17,038 --> 00:08:20,451","MISS GULCH: Mr. Gale."
C - Neutral,0.5660,"00:08:17,038 --> 00:08:20,451","MISS GULCH: Mr. Gale."
D - Happy,0.1616,"00:08:17,038 --> 00:08:20,451","MISS GULCH: Mr. Gale."
E - Very Happy,0.0243,"00:08:17,038 --> 00:08:20,451","MISS GULCH: Mr. Gale."
A - Very Sad,0.0843,"00:08:17,038 --> 00:08:20,451","UNCLE HENRY: Howdy, Miss Gulch."
B - Sad,0.3205,"00:08:17,038 --> 00:08:20,451","UNCLE HENRY: Howdy, Miss Gulch."
C - Neutral,0.2553,"00:08:17,038 --> 00:08:20,451","UNCLE HENRY: Howdy, Miss Gulch."
D - Happy,0.2546,"00:08:17,038 --> 00:08:20,451","UNCLE HENRY: Howdy, Miss Gulch."
E - Very Happy,0.0854,"00:08:17,038 --> 00:08:20,451","UNCLE HENRY: Howdy, Miss Gulch."
A - Very Sad,0.0101,"00:08:20,709 --> 00:08:22,070","I want to see you and your wife..."
B - Sad,0.0452,"00:08:20,709 --> 00:08:22,070","I want to see you and your wife..."
C - Neutral,0.4285,"00:08:20,709 --> 00:08:22,070","I want to see you and your wife..."
D - Happy,0.4660,"00:08:20,709 --> 00:08:22,070","I want to see you and your wife..."
E - Very Happy,0.0502,"00:08:20,709 --> 00:08:22,070","I want to see you and your wife..."
A - Very Sad,0.0085,"00:08:22,168 --> 00:08:23,533","about Dorothy."
B - Sad,0.0662,"00:08:22,168 --> 00:08:23,533","about Dorothy."
C - Neutral,0.7997,"00:08:22,168 --> 00:08:23,533","about Dorothy."
D - Happy,0.1180,"00:08:22,168 --> 00:08:23,533","about Dorothy."
E - Very Happy,0.0077,"00:08:22,168 --> 00:08:23,533","about Dorothy."
A - Very Sad,0.0310,"00:08:23,795 --> 00:08:26,002","- What has Dorothy done?"
B - Sad,0.2668,"00:08:23,795 --> 00:08:26,002","- What has Dorothy done?"
C - Neutral,0.5769,"00:08:23,795 --> 00:08:26,002","- What has Dorothy done?"
D - Happy,0.1118,"00:08:23,795 --> 00:08:26,002","- What has Dorothy done?"
E - Very Happy,0.0134,"00:08:23,795 --> 00:08:26,002","- What has Dorothy done?"
A - Very Sad,0.0100,"00:08:23,795 --> 00:08:26,002","- What's she done?"
B - Sad,0.1057,"00:08:23,795 --> 00:08:26,002","- What's she done?"
C - Neutral,0.7921,"00:08:23,795 --> 00:08:26,002","- What's she done?"
D - Happy,0.0865,"00:08:23,795 --> 00:08:26,002","- What's she done?"
E - Very Happy,0.0057,"00:08:23,795 --> 00:08:26,002","- What's she done?"
A - Very Sad,0.3573,"00:08:26,256 --> 00:08:28,497","I'm all but lame from the bite on my leg!"
B - Sad,0.5288,"00:08:26,256 --> 00:08:28,497","I'm all but lame from the bite on my leg!"
C - Neutral,0.0811,"00:08:26,256 --> 00:08:28,497","I'm all but lame from the bite on my leg!"
D - Happy,0.0192,"00:08:26,256 --> 00:08:28,497","I'm all but lame from the bite on my leg!"
E - Very Happy,0.0137,"00:08:26,256 --> 00:08:28,497","I'm all but lame from the bite on my leg!"
A - Very Sad,0.0233,"00:08:28,758 --> 00:08:31,341","- You mean, she bit you?"
B - Sad,0.3203,"00:08:28,758 --> 00:08:31,341","- You mean, she bit you?"
C - Neutral,0.6360,"00:08:28,758 --> 00:08:31,341","- You mean, she bit you?"
D - Happy,0.0175,"00:08:28,758 --> 00:08:31,341","- You mean, she bit you?"
E - Very Happy,0.0030,"00:08:28,758 --> 00:08:31,341","- You mean, she bit you?"
A - Very Sad,0.0135,"00:08:28,758 --> 00:08:31,341","- No, her dog!"
B - Sad,0.1980,"00:08:28,758 --> 00:08:31,341","- No, her dog!"
C - Neutral,0.7668,"00:08:28,758 --> 00:08:31,341","- No, her dog!"
D - Happy,0.0195,"00:08:28,758 --> 00:08:31,341","- No, her dog!"
E - Very Happy,0.0023,"00:08:28,758 --> 00:08:31,341","- No, her dog!"
A - Very Sad,0.0035,"00:08:31,594 --> 00:08:35,258","Oh."
B - Sad,0.0197,"00:08:31,594 --> 00:08:35,258","Oh."
C - Neutral,0.8471,"00:08:31,594 --> 00:08:35,258","Oh."
D - Happy,0.1228,"00:08:31,594 --> 00:08:35,258","Oh."
E - Very Happy,0.0069,"00:08:31,594 --> 00:08:35,258","Oh."
A - Very Sad,0.0132,"00:08:31,594 --> 00:08:35,258","She bit her dog, eh?"
B - Sad,0.1064,"00:08:31,594 --> 00:08:35,258","She bit her dog, eh?"
C - Neutral,0.3467,"00:08:31,594 --> 00:08:35,258","She bit her dog, eh?"
D - Happy,0.4882,"00:08:31,594 --> 00:08:35,258","She bit her dog, eh?"
E - Very Happy,0.0456,"00:08:31,594 --> 00:08:35,258","She bit her dog, eh?"
A - Very Sad,0.0150,"00:08:35,640 --> 00:08:37,472","No."
B - Sad,0.1411,"00:08:35,640 --> 00:08:37,472","No."
C - Neutral,0.8324,"00:08:35,640 --> 00:08:37,472","No."
D - Happy,0.0093,"00:08:35,640 --> 00:08:37,472","No."
E - Very Happy,0.0023,"00:08:35,640 --> 00:08:37,472","No."
A - Very Sad,0.0211,"00:08:38,268 --> 00:08:41,886","That dog's a menace."
B - Sad,0.2194,"00:08:38,268 --> 00:08:41,886","That dog's a menace."
C - Neutral,0.6890,"00:08:38,268 --> 00:08:41,886","That dog's a menace."
D - Happy,0.0663,"00:08:38,268 --> 00:08:41,886","That dog's a menace."
E - Very Happy,0.0041,"00:08:38,268 --> 00:08:41,886","That dog's a menace."
A - Very Sad,0.1262,"00:08:38,268 --> 00:08:41,886","I'm taking him to make sure he's destroyed."
B - Sad,0.5459,"00:08:38,268 --> 00:08:41,886","I'm taking him to make sure he's destroyed."
C - Neutral,0.2068,"00:08:38,268 --> 00:08:41,886","I'm taking him to make sure he's destroyed."
D - Happy,0.0907,"00:08:38,268 --> 00:08:41,886","I'm taking him to make sure he's destroyed."
E - Very Happy,0.0305,"00:08:38,268 --> 00:08:41,886","I'm taking him to make sure he's destroyed."
A - Very Sad,0.0207,"00:08:42,147 --> 00:08:44,309","Destroyed!"
B - Sad,0.0804,"00:08:42,147 --> 00:08:44,309","Destroyed!"
C - Neutral,0.4557,"00:08:42,147 --> 00:08:44,309","Destroyed!"
D - Happy,0.3660,"00:08:42,147 --> 00:08:44,309","Destroyed!"
E - Very Happy,0.0772,"00:08:42,147 --> 00:08:44,309","Destroyed!"
A - Very Sad,0.0185,"00:08:42,147 --> 00:08:44,309","Toto?"
B - Sad,0.2084,"00:08:42,147 --> 00:08:44,309","Toto?"
C - Neutral,0.6845,"00:08:42,147 --> 00:08:44,309","Toto?"
D - Happy,0.0782,"00:08:42,147 --> 00:08:44,309","Toto?"
E - Very Happy,0.0104,"00:08:42,147 --> 00:08:44,309","Toto?"
A - Very Sad,0.0217,"00:08:44,566 --> 00:08:46,352","Oh, you can't!"
B - Sad,0.1850,"00:08:44,566 --> 00:08:46,352","Oh, you can't!"
C - Neutral,0.5099,"00:08:44,566 --> 00:08:46,352","Oh, you can't!"
D - Happy,0.2611,"00:08:44,566 --> 00:08:46,352","Oh, you can't!"
E - Very Happy,0.0223,"00:08:44,566 --> 00:08:46,352","Oh, you can't!"
A - Very Sad,0.0521,"00:08:44,566 --> 00:08:46,352","You mustn't!"
B - Sad,0.4215,"00:08:44,566 --> 00:08:46,352","You mustn't!"
C - Neutral,0.4516,"00:08:44,566 --> 00:08:46,352","You mustn't!"
D - Happy,0.0645,"00:08:44,566 --> 00:08:46,352","You mustn't!"
E - Very Happy,0.0103,"00:08:44,566 --> 00:08:46,352","You mustn't!"
A - Very Sad,0.0341,"00:08:46,609 --> 00:08:49,601","Auntie Em!"
B - Sad,0.1373,"00:08:46,609 --> 00:08:49,601","Auntie Em!"
C - Neutral,0.3477,"00:08:46,609 --> 00:08:49,601","Auntie Em!"
D - Happy,0.3926,"00:08:46,609 --> 00:08:49,601","Auntie Em!"
E - Very Happy,0.0882,"00:08:46,609 --> 00:08:49,601","Auntie Em!"
A - Very Sad,0.0049,"00:08:46,609 --> 00:08:49,601","Uncle Henry!"
B - Sad,0.0160,"00:08:46,609 --> 00:08:49,601","Uncle Henry!"
C - Neutral,0.2328,"00:08:46,609 --> 00:08:49,601","Uncle Henry!"
D - Happy,0.6727,"00:08:46,609 --> 00:08:49,601","Uncle Henry!"
E - Very Happy,0.0736,"00:08:46,609 --> 00:08:49,601","Uncle Henry!"
A - Very Sad,0.0432,"00:08:46,609 --> 00:08:49,601","You won't let her, will you?"
B - Sad,0.3812,"00:08:46,609 --> 00:08:49,601","You won't let her, will you?"
C - Neutral,0.3686,"00:08:46,609 --> 00:08:49,601","You won't let her, will you?"
D - Happy,0.1904,"00:08:46,609 --> 00:08:49,601","You won't let her, will you?"
E - Very Happy,0.0166,"00:08:46,609 --> 00:08:49,601","You won't let her, will you?"
A - Very Sad,0.0190,"00:08:49,863 --> 00:08:51,649","Of course we won't."
B - Sad,0.2188,"00:08:49,863 --> 00:08:51,649","Of course we won't."
C - Neutral,0.7077,"00:08:49,863 --> 00:08:51,649","Of course we won't."
D - Happy,0.0496,"00:08:49,863 --> 00:08:51,649","Of course we won't."
E - Very Happy,0.0049,"00:08:49,863 --> 00:08:51,649","Of course we won't."
A - Very Sad,0.0543,"00:08:51,906 --> 00:08:53,192","Uh, will we, Em?"
B - Sad,0.3632,"00:08:51,906 --> 00:08:53,192","Uh, will we, Em?"
C - Neutral,0.3775,"00:08:51,906 --> 00:08:53,192","Uh, will we, Em?"
D - Happy,0.1722,"00:08:51,906 --> 00:08:53,192","Uh, will we, Em?"
E - Very Happy,0.0328,"00:08:51,906 --> 00:08:53,192","Uh, will we, Em?"
A - Very Sad,0.0714,"00:08:53,450 --> 00:08:54,861","Please, Aunt Em!"
B - Sad,0.4583,"00:08:53,450 --> 00:08:54,861","Please, Aunt Em!"
C - Neutral,0.3697,"00:08:53,450 --> 00:08:54,861","Please, Aunt Em!"
D - Happy,0.0835,"00:08:53,450 --> 00:08:54,861","Please, Aunt Em!"
E - Very Happy,0.0172,"00:08:53,450 --> 00:08:54,861","Please, Aunt Em!"
A - Very Sad,0.1217,"00:08:55,118 --> 00:08:57,485","Toto didn't know he was doing anything wrong."
B - Sad,0.5030,"00:08:55,118 --> 00:08:57,485","Toto didn't know he was doing anything wrong."
C - Neutral,0.2752,"00:08:55,118 --> 00:08:57,485","Toto didn't know he was doing anything wrong."
D - Happy,0.0734,"00:08:55,118 --> 00:08:57,485","Toto didn't know he was doing anything wrong."
E - Very Happy,0.0267,"00:08:55,118 --> 00:08:57,485","Toto didn't know he was doing anything wrong."
A - Very Sad,0.0409,"00:08:57,746 --> 00:09:02,206","I'm the one that ought to be punished."
B - Sad,0.2462,"00:08:57,746 --> 00:09:02,206","I'm the one that ought to be punished."
C - Neutral,0.5122,"00:08:57,746 --> 00:09:02,206","I'm the one that ought to be punished."
D - Happy,0.1744,"00:08:57,746 --> 00:09:02,206","I'm the one that ought to be punished."
E - Very Happy,0.0263,"00:08:57,746 --> 00:09:02,206","I'm the one that ought to be punished."
A - Very Sad,0.1067,"00:08:57,746 --> 00:09:02,206","Send me to bed without supper."
B - Sad,0.6220,"00:08:57,746 --> 00:09:02,206","Send me to bed without supper."
C - Neutral,0.2187,"00:08:57,746 --> 00:09:02,206","Send me to bed without supper."
D - Happy,0.0380,"00:08:57,746 --> 00:09:02,206","Send me to bed without supper."
E - Very Happy,0.0146,"00:08:57,746 --> 00:09:02,206","Send me to bed without supper."
A - Very Sad,0.0537,"00:09:02,459 --> 00:09:05,372","Hand over that dog or I'll bring a suit that'll take your farm!"
B - Sad,0.2331,"00:09:02,459 --> 00:09:05,372","Hand over that dog or I'll bring a suit that'll take your farm!"
C - Neutral,0.2536,"00:09:02,459 --> 00:09:05,372","Hand over that dog or I'll bring a suit that'll take your farm!"
D - Happy,0.3656,"00:09:02,459 --> 00:09:05,372","Hand over that dog or I'll bring a suit that'll take your farm!"
E - Very Happy,0.0940,"00:09:02,459 --> 00:09:05,372","Hand over that dog or I'll bring a suit that'll take your farm!"
A - Very Sad,0.0864,"00:09:05,628 --> 00:09:07,744","The law protects folks against dogs that bite!"
B - Sad,0.6146,"00:09:05,628 --> 00:09:07,744","The law protects folks against dogs that bite!"
C - Neutral,0.2734,"00:09:05,628 --> 00:09:07,744","The law protects folks against dogs that bite!"
D - Happy,0.0195,"00:09:05,628 --> 00:09:07,744","The law protects folks against dogs that bite!"
E - Very Happy,0.0062,"00:09:05,628 --> 00:09:07,744","The law protects folks against dogs that bite!"
A - Very Sad,0.0142,"00:09:08,006 --> 00:09:10,543","How about if she keeps him tied up?"
B - Sad,0.1826,"00:09:08,006 --> 00:09:10,543","How about if she keeps him tied up?"
C - Neutral,0.7652,"00:09:08,006 --> 00:09:10,543","How about if she keeps him tied up?"
D - Happy,0.0345,"00:09:08,006 --> 00:09:10,543","How about if she keeps him tied up?"
E - Very Happy,0.0035,"00:09:08,006 --> 00:09:10,543","How about if she keeps him tied up?"
A - Very Sad,0.0055,"00:09:08,006 --> 00:09:10,543","He's gentle."
B - Sad,0.0171,"00:09:08,006 --> 00:09:10,543","He's gentle."
C - Neutral,0.0851,"00:09:08,006 --> 00:09:10,543","He's gentle."
D - Happy,0.7815,"00:09:08,006 --> 00:09:10,543","He's gentle."
E - Very Happy,0.1107,"00:09:08,006 --> 00:09:10,543","He's gentle."
A - Very Sad,0.0077,"00:09:10,800 --> 00:09:14,418","- With gentle people, that is."
B - Sad,0.0349,"00:09:10,800 --> 00:09:14,418","- With gentle people, that is."
C - Neutral,0.2522,"00:09:10,800 --> 00:09:14,418","- With gentle people, that is."
D - Happy,0.6574,"00:09:10,800 --> 00:09:14,418","- With gentle people, that is."
E - Very Happy,0.0477,"00:09:10,800 --> 00:09:14,418","- With gentle people, that is."
